id,Name,Description,Latitude,Longitude,Geonamesid,AdminDivision,AdminDivisionNameLong,Region,RomanProvince,Rhineside
2703,Mártély,,46.4833330,20.2166670,NULL,HU_06_2573,Mártély,NULL,NULL,NULL
2704,Pusztavacs,,NULL,NULL,NULL,HU_14_2308,Pusztavacs,NULL,NULL,NULL
2705,"Ruma (SRB)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2706,"Kostolac (SRB)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2707,Dunaújváros,,NULL,NULL,NULL,HU_07_311,Dunaújváros,NULL,NULL,NULL
2708,"Bácskertes / Kupusina (SRB)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2709,"Pécska / Pecina (RO)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2710,"Ráckeve / Adony",,NULL,NULL,NULL,HU_14_1726,Ráckeve,NULL,NULL,NULL
2711,"Mitrovica (SRB)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2712,"Zombor / Sombor (SRB)",,NULL,NULL,NULL,,,NULL,NULL,NULL
2713,Brigetio,,47.7358000,18.1422900,NULL,HU_12_544,Komárom,NULL,NULL,NULL
2714,"Vrsac (SRB)",,45.1169000,21.3010300,NULL,,,NULL,NULL,NULL
